gage_number,gage_name,date,time,tz,height,unit
8167500,Guad Rv at Spring Branch,2025-07-06,2:30,CDT,8.28,ft
8167500,Guad Rv at Spring Branch,2025-07-06,2:45,CDT,8.15,ft
8167500,Guad Rv at Spring Branch,2025-07-06,3:00,CDT,8.1,ft
8167500,Guad Rv at Spring Branch,2025-07-06,3:15,CDT,8.04,ft
8167500,Guad Rv at Spring Branch,2025-07-06,3:30,CDT,8,ft
8167500,Guad Rv at Spring Branch,2025-07-06,3:45,CDT,7.91,ft
8167500,Guad Rv at Spring Branch,2025-07-06,4:00,CDT,7.85,ft
8167500,Guad Rv at Spring Branch,2025-07-06,4:15,CDT,7.77,ft
8167500,Guad Rv at Spring Branch,2025-07-06,4:30,CDT,7.75,ft
8167500,Guad Rv at Spring Branch,2025-07-06,4:45,CDT,7.67,ft
8167500,Guad Rv at Spring Branch,2025-07-06,5:00,CDT,7.55,ft
8167500,Guad Rv at Spring Branch,2025-07-06,5:15,CDT,7.53,ft
8167500,Guad Rv at Spring Branch,2025-07-06,5:30,CDT,7.44,ft
8167500,Guad Rv at Spring Branch,2025-07-06,5:45,CDT,7.39,ft
8167500,Guad Rv at Spring Branch,2025-07-06,6:00,CDT,7.34,ft
8167500,Guad Rv at Spring Branch,2025-07-06,6:15,CDT,7.33,ft
8167500,Guad Rv at Spring Branch,2025-07-06,6:30,CDT,7.28,ft
8167500,Guad Rv at Spring Branch,2025-07-06,6:45,CDT,7.29,ft
8167500,Guad Rv at Spring Branch,2025-07-06,7:00,CDT,7.16,ft
